date,gold_open,gold_high,gold_low,gold_close,gold_volume,silver_open,silver_high,silver_low,silver_close,silver_volume
10/23/2000,271.7000122,271.7000122,270.1000061,270.1000061,1,4.785999775,4.785999775,4.785999775,4.785999775,6
10/24/2000,269.7999878,270.1000061,269.7999878,270.1000061,16,4.775000095,4.798999786,4.775000095,4.798999786,0
10/25/2000,266.2000122,267.1000061,266,266.2000122,20,4.763999939,4.763999939,4.763999939,4.763999939,0
10/26/2000,266,267,264.8999939,264.8999939,0,4.730999947,4.730999947,4.730999947,4.730999947,0
10/27/2000,265.5,265.5,264.3999939,264.3999939,1,4.745999813,4.745999813,4.745999813,4.745999813,1
10/30/2000,264.2999878,264.2999878,264.2999878,264.2999878,2,4.769999981,4.769999981,4.748000145,4.748000145,0
10/31/2000,264.5,265,264.5,264.8999939,0,4.754000187,4.754000187,4.754000187,4.754000187,1
11/1/2000,263.8999939,263.8999939,263.8999939,263.8999939,0,4.774000168,4.774000168,4.774000168,4.774000168,0
11/2/2000,264.3999939,264.3999939,264.3999939,264.3999939,0,4.710999966,4.710999966,4.710999966,4.710999966,4
11/3/2000,264.6000061,264.6000061,264.6000061,264.6000061,0,4.741000175,4.741000175,4.741000175,4.741000175,0
11/6/2000,264.5,264.5,264.5,264.5,0,4.761000156,4.761000156,4.761000156,4.761000156,0
11/7/2000,264.2999878,264.2999878,264.2999878,264.2999878,0,4.721000195,4.721000195,4.721000195,4.721000195,0
11/8/2000,265,265,265,265,0,4.738999844,4.738999844,4.738999844,4.738999844,0
11/9/2000,265.7999878,265.7999878,265.7999878,265.7999878,0,4.749000072,4.749000072,4.749000072,4.749000072,0
11/10/2000,264.5,264.5,264.5,264.5,0,4.706999779,4.706999779,4.706999779,4.706999779,1
11/13/2000,264.2999878,264.2999878,264.2999878,264.2999878,100,4.699999809,4.699999809,4.671999931,4.671999931,0
11/14/2000,264.8999939,264.8999939,264.8999939,264.8999939,0,4.678999901,4.678999901,4.678999901,4.678999901,20
11/15/2000,265.1000061,265.1000061,265.1000061,265.1000061,0,4.671999931,4.671999931,4.671999931,4.671999931,0
11/16/2000,265.7999878,265.7999878,265.7999878,265.7999878,3,4.679999828,4.679999828,4.659999847,4.659999847,0
11/17/2000,265.2000122,265.7000122,265.2000122,265.7000122,7,4.644999981,4.644999981,4.644999981,4.644999981,0
11/20/2000,266.2999878,266.2999878,266.2999878,266.2999878,0,4.642000198,4.642000198,4.642000198,4.642000198,0
11/21/2000,265.7000122,265.7000122,265.7000122,265.7000122,0,4.626999855,4.626999855,4.626999855,4.626999855,0
11/22/2000,266.2999878,266.2999878,266.2999878,266.2999878,0,4.625,4.625,4.625,4.625,0
11/27/2000,270.1000061,270.1000061,270.1000061,270.1000061,0,4.695000172,4.695000172,4.695000172,4.695000172,0
11/28/2000,269.7999878,269.7999878,269.7999878,269.7999878,28696,4.697999954,4.697999954,4.697999954,4.697999954,23582
11/29/2000,269.6000061,270.1000061,265.7999878,266.3999939,2849,4.695000172,4.710000038,4.599999905,4.614999771,4660
11/30/2000,266.3999939,270.2000122,266.2000122,270.1000061,810,4.605000019,4.675000191,4.599999905,4.673999786,325
12/1/2000,269.7000122,272,268.5,268.7000122,332,4.675000191,4.684999943,4.639999866,4.639999866,208
12/4/2000,271,272,270,270.7000122,137,4.650000095,4.744999886,4.650000095,4.714000225,129
12/5/2000,270.8999939,271,269.8999939,270.3999939,407,4.699999809,4.71999979,4.675000191,4.703999996,409
12/6/2000,271,274.2999878,270.6000061,274.2999878,81,4.695000172,4.760000229,4.695000172,4.754000187,141
12/7/2000,274.2999878,276,272.6000061,273.2000122,36,4.764999866,4.764999866,4.704999924,4.723999977,14
12/8/2000,272.7000122,273,272.2000122,272.2000122,120,4.699999809,4.699999809,4.647999763,4.647999763,49
12/11/2000,270.7000122,270.7000122,269.2000122,270.2000122,15,4.656000137,4.664999962,4.65500021,4.656000137,229
12/12/2000,270.2999878,270.2999878,269.5,270.2999878,62,4.675000191,4.675000191,4.659999847,4.659999847,8
12/13/2000,270,270,268.1000061,268.6000061,30,4.635000229,4.635000229,4.619999886,4.623000145,6
12/14/2000,268.6000061,269,268,269,31,4.625,4.625,4.59800005,4.59800005,17
12/15/2000,269.2000122,270.3999939,269.2000122,270.3999939,63,4.550000191,4.574999809,4.550000191,4.563000202,697
12/18/2000,270,270,269.7000122,269.7000122,17,4.579999924,4.579999924,4.574999809,4.574999809,202
12/19/2000,269.7000122,269.7000122,269,269.7000122,203,4.59499979,4.59499979,4.585000038,4.585000038,127
12/20/2000,272.5,272.5,272,272.5,5,4.610000134,4.650000095,4.596000195,4.596000195,258
12/21/2000,273,273.7000122,273,273.7000122,110,4.598999977,4.598999977,4.598999977,4.598999977,4
12/22/2000,273.7000122,274,273.7000122,273.7000122,13,4.599999905,4.611000061,4.599999905,4.611000061,2
12/26/2000,273.2000122,274.7999878,273.2000122,274.1000061,0,4.623000145,4.623000145,4.623000145,4.623000145,0
12/27/2000,274.5,275.2000122,274.5,275.2000122,1,4.583000183,4.583000183,4.583000183,4.583000183,45
12/28/2000,273.2000122,273.2000122,271.7000122,271.7000122,1,4.559999943,4.586999893,4.559999943,4.586999893,45
12/29/2000,272,272,272,272,0,4.585000038,4.585000038,4.585000038,4.585000038,0
1/2/2001,268.3999939,268.3999939,268.3999939,268.3999939,0,4.545000076,4.545000076,4.545000076,4.545000076,40
1/3/2001,268,268,268,268,1,4.5,4.5,4.489999771,4.489999771,0
1/4/2001,267.2999878,267.2999878,267.2999878,267.2999878,1,4.532000065,4.532000065,4.532000065,4.532000065,35
1/5/2001,268,268,268,268,0,4.554999828,4.554999828,4.554999828,4.554999828,0
1/8/2001,268,268,268,268,0,4.545000076,4.545000076,4.545000076,4.545000076,8
1/9/2001,267.5,267.5,267.5,267.5,0,4.53000021,4.550000191,4.53000021,4.550000191,73
1/10/2001,264.7000122,264.7000122,264.7000122,264.7000122,0,4.534999847,4.534999847,4.534999847,4.534999847,31
1/11/2001,264,264,264,264,0,4.55700016,4.55700016,4.55700016,4.55700016,31
1/12/2001,263.8999939,263.8999939,263.8999939,263.8999939,0,4.622000217,4.622000217,4.622000217,4.622000217,0
1/16/2001,263.2999878,263.2999878,263.2999878,263.2999878,0,4.677000046,4.677000046,4.677000046,4.677000046,0
1/17/2001,263.2000122,263.2000122,263.2000122,263.2000122,0,4.710000038,4.710000038,4.710000038,4.710000038,0
1/18/2001,264.2000122,264.2000122,264.2000122,264.2000122,0,4.794000149,4.794000149,4.794000149,4.794000149,0
1/19/2001,264.2999878,264.2999878,264.2999878,264.2999878,0,4.749000072,4.749000072,4.749000072,4.749000072,0
1/22/2001,266.3999939,266.3999939,266.3999939,266.3999939,0,4.774000168,4.774000168,4.774000168,4.774000168,0
1/23/2001,266.1000061,266.1000061,266.1000061,266.1000061,0,4.776000023,4.776000023,4.776000023,4.776000023,0
1/24/2001,264.2999878,264.2999878,264.2999878,264.2999878,0,4.768000126,4.768000126,4.768000126,4.768000126,0
1/25/2001,264.5,264.5,264.5,264.5,0,4.784999847,4.784999847,4.784999847,4.784999847,0
1/26/2001,262.7999878,262.7999878,262.7999878,262.7999878,0,4.804999828,4.804999828,4.804999828,4.804999828,0
1/29/2001,262.7999878,262.7999878,262.7999878,262.7999878,15489,4.802999973,4.802999973,4.802999973,4.802999973,160
1/30/2001,262.8999939,266.6000061,262.8999939,265.5,1754,4.796000004,4.796000004,4.796000004,4.796000004,4
1/31/2001,265.2000122,266,263.7000122,265.6000061,566,4.769999981,4.790999889,4.769999981,4.790999889,2
2/1/2001,266.2999878,268.8999939,266.2999878,268.5,410,4.739999771,4.789999962,4.739999771,4.789999962,2
2/2/2001,268,268.2000122,266.5,267.1000061,107,4.768000126,4.768000126,4.768000126,4.768000126,0
2/5/2001,265.1000061,265.7999878,265.1000061,265.2000122,192,4.677999973,4.677999973,4.677999973,4.677999973,0
2/6/2001,263.8999939,263.8999939,261.7999878,263.2999878,25,4.652999878,4.652999878,4.652999878,4.652999878,0
2/7/2001,262.7999878,263.5,262.3999939,262.7999878,166,4.611000061,4.611000061,4.611000061,4.611000061,0
2/8/2001,263.5,263.5,259.7999878,260.1000061,13,4.559999943,4.559999943,4.559999943,4.559999943,0
2/9/2001,260.5,260.5,259,259.8999939,0,4.552999973,4.552999973,4.552999973,4.552999973,0
2/12/2001,262.5,262.5,260.1000061,260.7000122,17,4.552999973,4.552999973,4.552999973,4.552999973,0
2/13/2001,261,261,261,260.2999878,0,4.552999973,4.552999973,4.552999973,4.552999973,0
2/14/2001,260,260,259.3999939,259.3999939,30,4.579999924,4.579999924,4.579999924,4.579999924,0
2/15/2001,259.5,259.5,255.1000061,255.1000061,23,4.513000011,4.513000011,4.513000011,4.513000011,0
2/16/2001,255,258.5,255,258.2000122,2,4.487999916,4.487999916,4.487999916,4.487999916,0
2/20/2001,256.1000061,256.1000061,255,256.1000061,24,4.418000221,4.418000221,4.418000221,4.418000221,0
2/21/2001,256.7000122,258.2000122,256.6000061,258.2000122,40,4.406000137,4.406000137,4.406000137,4.406000137,0
2/22/2001,258.5,258.5,257.5,258.5,16,4.413000107,4.413000107,4.413000107,4.413000107,0
2/23/2001,260,260.8999939,259.6000061,260.8999939,0,4.431000233,4.431000233,4.431000233,4.431000233,0
2/26/2001,262,265.7999878,261.5,265.7999878,1,4.44299984,4.44299984,4.44299984,4.44299984,11413
2/27/2001,267,267.3999939,267,267.3999939,0,4.460000038,4.46999979,4.400000095,4.414000034,3140
2/28/2001,266.7999878,266.7999878,266.7999878,266.7999878,0,4.420000076,4.539999962,4.389999866,4.472000122,589
3/1/2001,265.2000122,265.2000122,265.2000122,265.2000122,0,4.485000134,4.489999771,4.389999866,4.394999981,665
3/2/2001,262.1000061,262.1000061,262.1000061,262.1000061,0,4.40500021,4.449999809,4.389999866,4.419000149,203
3/5/2001,262.5,262.5,262.5,262.5,11,4.40500021,4.449999809,4.380000114,4.415999889,47
3/6/2001,260,260,259.8999939,259.8999939,20,4.389999866,4.420000076,4.389999866,4.407999992,42
3/7/2001,259,261.3999939,259,261.3999939,0,4.380000114,4.440000057,4.380000114,4.427999973,679
3/8/2001,265.3999939,265.3999939,265.3999939,265.3999939,0,4.409999847,4.494999886,4.409999847,4.475999832,53
3/9/2001,270.7999878,270.7999878,270.7999878,270.7999878,0,4.460000038,4.519999981,4.460000038,4.487999916,287
3/12/2001,271.6000061,271.6000061,271.6000061,271.6000061,8,4.494999886,4.494999886,4.400000095,4.40899992,16
3/13/2001,266.7999878,266.7999878,266.7999878,266.7999878,0,4.375,4.434999943,4.375,4.419000149,97
3/14/2001,262.5,262.5,262.5,262.5,0,4.389999866,4.445000172,4.389999866,4.427999973,356
3/15/2001,260,260,260,260,2,4.394999981,4.425000191,4.320000172,4.324999809,23
3/16/2001,257,258.1000061,257,258.1000061,0,4.309999943,4.309999943,4.269999981,4.288000107,0
3/19/2001,259.7999878,259.7999878,259.7999878,259.7999878,0,4.284999847,4.295000076,4.28000021,4.295000076,135
3/20/2001,260.5,260.5,260.5,260.5,0,4.289999962,4.328000069,4.289999962,4.328000069,36
3/21/2001,261.8999939,261.8999939,261.8999939,261.8999939,0,4.300000191,4.329999924,4.300000191,4.322999954,2
3/22/2001,261.1000061,261.1000061,261.1000061,261.1000061,1,4.309999943,4.334000111,4.309999943,4.334000111,127
3/23/2001,261.5,261.5,261.5,261.5,0,4.329999924,4.342000008,4.329999924,4.342000008,4
3/26/2001,261.8999939,261.8999939,261.8999939,261.8999939,0,4.355000019,4.359000206,4.340000153,4.359000206,0
3/27/2001,261,261,261,261,0,4.414000034,4.414000034,4.414000034,4.414000034,0
3/28/2001,259.7000122,259.7000122,259.7000122,259.7000122,22994,4.354000092,4.385000229,4.354000092,4.354000092,63
3/29/2001,259.7000122,260.3999939,258.2000122,258.7999878,5646,4.349999905,4.349999905,4.31799984,4.31799984,10
3/30/2001,258.7999878,259.2999878,256.6000061,257.8999939,2479,4.277999878,4.277999878,4.277999878,4.277999878,0
4/2/2001,257.2000122,257.7999878,255,255.6000061,456,4.297999859,4.297999859,4.297999859,4.297999859,0
4/3/2001,255.5,258.6000061,255.5,256.7999878,326,4.296000004,4.296000004,4.296000004,4.296000004,0
4/4/2001,258.2999878,260.5,258,258.3999939,175,4.322999954,4.322999954,4.322999954,4.322999954,0
4/5/2001,259.1000061,259.1000061,257.7000122,258.1000061,150,4.34100008,4.34100008,4.34100008,4.34100008,20
4/6/2001,259.5,260.2000122,257.7999878,260,86,4.321000099,4.321000099,4.321000099,4.321000099,0
4/9/2001,260.5,260.5,258,258.2999878,28,4.301000118,4.301000118,4.301000118,4.301000118,55
4/10/2001,258.2999878,258.2999878,256.6000061,257.2999878,31,4.31099987,4.31099987,4.31099987,4.31099987,0
4/11/2001,257.7000122,260,256.5,258.7000122,95,4.353000164,4.353000164,4.353000164,4.353000164,0
4/12/2001,260.1000061,261,259,260.1000061,20,4.357999802,4.357999802,4.357999802,4.357999802,0
4/16/2001,260.5,263.7999878,260.2999878,263.2999878,71,4.43200016,4.43200016,4.43200016,4.43200016,0
4/17/2001,260.5,262.3999939,260.5,261.1000061,38,4.360000134,4.360000134,4.360000134,4.360000134,0
4/18/2001,260,262.2999878,259.5,261.2999878,0,4.356999874,4.356999874,4.356999874,4.356999874,0
4/19/2001,263,265.2999878,262.2999878,265.2999878,101,4.419000149,4.419000149,4.419000149,4.419000149,10
4/20/2001,264.7000122,265,263.5,264.7999878,16,4.434999943,4.434999943,4.434999943,4.434999943,20
4/23/2001,263.6000061,263.7000122,262.6000061,263.7000122,69,4.434999943,4.434999943,4.434999943,4.434999943,0
4/24/2001,265,265,264,264.1000061,64,4.447999954,4.447999954,4.447999954,4.447999954,0
4/25/2001,263.5,264.3999939,262,262.3999939,0,4.364999771,4.364999771,4.364999771,4.364999771,0
4/26/2001,264.3999939,264.3999939,263.5,264.3999939,1,4.376999855,4.376999855,4.376999855,4.376999855,11195
4/27/2001,263.8999939,263.8999939,263.8999939,263.8999939,6,4.380000114,4.409999847,4.349999905,4.356999874,996
4/30/2001,264,264,264,264,0,4.360000134,4.360000134,4.309999943,4.320000172,420
5/1/2001,264.3999939,264.3999939,264.3999939,264.3999939,0,4.309999943,4.360000134,4.309999943,4.349999905,90
5/2/2001,265.3999939,265.3999939,265.3999939,265.3999939,0,4.335000038,4.389999866,4.335000038,4.360000134,59
5/3/2001,266.2999878,266.2999878,266.2999878,266.2999878,0,4.375,4.375,4.329999924,4.329999924,20
5/4/2001,266.1000061,266.1000061,266.1000061,266.1000061,0,4.327000141,4.327000141,4.320000172,4.327000141,31
5/7/2001,266.1000061,266.1000061,266.1000061,266.1000061,0,4.294000149,4.315000057,4.294000149,4.294000149,5
5/8/2001,265.1000061,265.1000061,265.1000061,265.1000061,0,4.309999943,4.309999943,4.303999901,4.303999901,161
5/9/2001,270,270,270,270,0,4.329999924,4.386000156,4.329999924,4.386000156,23
5/10/2001,269.1000061,269.1000061,269.1000061,269.1000061,0,4.340000153,4.340000153,4.322999954,4.322999954,21
5/11/2001,267.8999939,267.8999939,267.8999939,267.8999939,0,4.324999809,4.329999924,4.309999943,4.309999943,5
5/14/2001,268.2999878,268.2999878,268.2999878,268.2999878,0,4.331999779,4.331999779,4.331999779,4.331999779,0
5/15/2001,268.1000061,268.1000061,268.1000061,268.1000061,0,4.295000076,4.295000076,4.295000076,4.295000076,0
5/16/2001,272,272,272,272,0,4.438000202,4.438000202,4.438000202,4.438000202,18
5/17/2001,273.6000061,273.6000061,273.6000061,273.6000061,0,4.429999828,4.46999979,4.429999828,4.46999979,2
5/18/2001,287.3999939,287.3999939,287.3999939,287.3999939,0,4.480000019,4.552000046,4.480000019,4.552000046,17
5/21/2001,285.3999939,285.3999939,285.3999939,285.3999939,0,4.635000229,4.635000229,4.526000023,4.526000023,7
5/22/2001,285.1000061,285.1000061,285.1000061,285.1000061,0,4.514999866,4.544000149,4.514999866,4.544000149,34
5/23/2001,283.6000061,283.6000061,283.6000061,283.6000061,6,4.505000114,4.559999943,4.505000114,4.559999943,3
5/24/2001,279.1000061,279.1000061,279.1000061,279.1000061,6,4.610000134,4.610000134,4.603000164,4.603000164,17
5/25/2001,277.8999939,277.8999939,277.8999939,277.8999939,0,4.579999924,4.590000153,4.559999943,4.563000202,0
5/29/2001,273.7999878,273.7999878,273.7999878,273.7999878,28775,4.522999763,4.522999763,4.522999763,4.522999763,40
5/30/2001,274.3999939,275,264.2000122,265.7000122,2955,4.422999859,4.445000172,4.422999859,4.422999859,0
5/31/2001,265.1000061,268.1000061,264.7999878,265.2999878,1108,4.395999908,4.395999908,4.395999908,4.395999908,0
6/1/2001,264.7000122,266.8999939,264.5,266.3999939,251,4.40899992,4.40899992,4.40899992,4.40899992,8
6/4/2001,266.8999939,266.8999939,264.5,264.8999939,122,4.320000172,4.321000099,4.320000172,4.321000099,0
6/5/2001,265,265.8999939,264.5,265.7000122,126,4.328999996,4.328999996,4.328999996,4.328999996,0
6/6/2001,266.7000122,267,265.2000122,265.7000122,112,4.328000069,4.328000069,4.328000069,4.328000069,0
6/7/2001,266.2999878,266.5,265,266,119,4.322999954,4.322999954,4.322999954,4.322999954,0
6/8/2001,266.2000122,274.2000122,266.2000122,273.3999939,166,4.357999802,4.357999802,4.357999802,4.357999802,0
6/11/2001,271.1000061,271.2000122,266.5,267.8999939,131,4.326000214,4.326000214,4.326000214,4.326000214,100
6/12/2001,270,271.5,269,271.5,91,4.364999771,4.364999771,4.364999771,4.364999771,0
6/13/2001,271.8999939,272.5,270,272,38,4.40500021,4.40500021,4.364999771,4.40500021,0
6/14/2001,272,276,272,275.2999878,76,4.460000038,4.460000038,4.460000038,4.460000038,0
6/15/2001,274.2999878,274.7000122,271.2000122,271.2000122,20,4.393000126,4.393000126,4.393000126,4.393000126,0
6/18/2001,272,272.5,271.2999878,272.3999939,31,4.414999962,4.414999962,4.414999962,4.414999962,2
6/19/2001,273,273.3999939,273,273.3999939,21,4.400000095,4.400000095,4.393000126,4.393000126,0
6/20/2001,272.7000122,272.7000122,271,272.3999939,26,4.337999821,4.337999821,4.337999821,4.337999821,9195
6/21/2001,271.7999878,272.6000061,271.7999878,272.6000061,12,4.315999985,4.315999985,4.315999985,4.315999985,9195
6/22/2001,273.6000061,273.6000061,272,272.2999878,0,4.298999786,4.298999786,4.298999786,4.298999786,0
6/25/2001,275,275,273.7000122,273.7000122,8,4.294000149,4.294000149,4.294000149,4.294000149,0
6/26/2001,274,277,274,276.2000122,0,4.343999863,4.343999863,4.343999863,4.343999863,0
6/27/2001,275.7000122,275.7000122,272.1000061,272.1000061,0,4.304999828,4.304999828,4.304999828,4.304999828,10850
6/28/2001,269.2999878,269.2999878,269.2999878,269.2999878,0,4.309999943,4.320000172,4.28000021,4.293000221,1525
6/29/2001,270.6000061,270.6000061,270.6000061,270.6000061,0,4.284999847,4.324999809,4.28000021,4.291999817,524
7/2/2001,269.3999939,269.3999939,269.3999939,269.3999939,0,4.260000229,4.28000021,4.239999771,4.27699995,168
7/3/2001,267.6000061,267.6000061,267.6000061,267.6000061,1,4.269999981,4.28000021,4.235000134,4.243000031,158
7/5/2001,265.1000061,265.1000061,263.7000122,265.1000061,1,4.239999771,4.239999771,4.199999809,4.208000183,158
7/6/2001,265.8999939,265.8999939,265.8999939,265.8999939,70,4.235000134,4.25,4.179999828,4.235000134,38
7/9/2001,266.5,266.5,266.5,266.5,0,4.215000153,4.235000134,4.199999809,4.212999821,40
7/10/2001,266.2000122,266.2000122,266.2000122,266.2000122,5,4.215000153,4.25,4.215000153,4.235000134,12
7/11/2001,268.2999878,268.2999878,268.2999878,268.2999878,0,4.21999979,4.260000229,4.21999979,4.231999874,19
7/12/2001,266.6000061,266.6000061,266.6000061,266.6000061,0,4.210000038,4.25,4.210000038,4.241000175,28
7/13/2001,267.1000061,267.1000061,267.1000061,267.1000061,0,4.215000153,4.282000065,4.215000153,4.282000065,59
7/16/2001,266.8999939,266.8999939,266.8999939,266.8999939,0,4.260000229,4.28000021,4.186999798,4.186999798,17
7/17/2001,268.1000061,268.1000061,268.1000061,268.1000061,5,4.179999828,4.224999905,4.179999828,4.224999905,53
7/18/2001,270.3999939,270.3999939,270.3999939,270.3999939,0,4.224999905,4.264999866,4.190000057,4.264999866,2
7/19/2001,269.3999939,269.3999939,269.3999939,269.3999939,5,4.217999935,4.217999935,4.217999935,4.217999935,7
7/20/2001,269.8999939,269.8999939,269.8999939,269.8999939,0,4.218999863,4.218999863,4.218999863,4.218999863,10
7/23/2001,268.7999878,268.7999878,268.7999878,268.7999878,0,4.238999844,4.238999844,4.238999844,4.238999844,27
7/24/2001,269.7000122,269.7000122,269.7000122,269.7000122,0,4.239999771,4.239999771,4.239999771,4.239999771,5
7/25/2001,267.7000122,267.7000122,267.7000122,267.7000122,0,4.212999821,4.212999821,4.212999821,4.212999821,2
7/26/2001,266.2000122,266.2000122,266.2000122,266.2000122,0,4.239999771,4.239999771,4.222000122,4.222000122,0
7/27/2001,267.3999939,267.3999939,267.3999939,267.3999939,17975,4.21999979,4.21999979,4.202000141,4.202000141,24
7/30/2001,267.2999878,267.5,264.1000061,264.6000061,1912,4.184999943,4.210000038,4.184999943,4.190000057,1
7/31/2001,264.7999878,266.5,264.3999939,266.2000122,348,4.210000038,4.210000038,4.210000038,4.210000038,0
8/1/2001,266.2000122,268.1000061,265.7999878,267.3999939,284,4.217000008,4.217000008,4.217000008,4.217000008,0
8/2/2001,267,268,266.1000061,267.3999939,136,4.21999979,4.21999979,4.21999979,4.21999979,0
8/3/2001,267,268.5,266.5,267.8999939,234,4.212999821,4.212999821,4.212999821,4.212999821,0
8/6/2001,267.7999878,267.7999878,267,267.1000061,156,4.177999973,4.177999973,4.177999973,4.177999973,0
8/7/2001,267,267.2000122,265.8999939,267.2000122,291,4.157999992,4.157999992,4.157999992,4.157999992,0
8/8/2001,266.1000061,268,265.8999939,267.8999939,436,4.138000011,4.138000011,4.138000011,4.138000011,0
8/9/2001,268,274,268,273.3999939,107,4.204999924,4.204999924,4.204999924,4.204999924,2
8/10/2001,273.3999939,275.7999878,273,273.8999939,3,4.210000038,4.210000038,4.135000229,4.135000229,2
8/13/2001,275.2000122,275.7000122,275.2000122,275.7000122,8,4.136000156,4.136000156,4.136000156,4.136000156,0
8/14/2001,274.7999878,276.2999878,273.2000122,276.2999878,10,4.190999985,4.190999985,4.190999985,4.190999985,0
8/15/2001,275,276,275,275.7000122,2,4.144000053,4.144000053,4.144000053,4.144000053,90
8/16/2001,275,275.2000122,275,275.2000122,6,4.190000057,4.190000057,4.190000057,4.190000057,90
8/17/2001,277.6000061,279.2999878,277.2000122,279.2999878,26,4.256999969,4.256999969,4.256999969,4.256999969,0
8/20/2001,277.2000122,277.2000122,276.1000061,276.1000061,1,4.144999981,4.144999981,4.144999981,4.144999981,52
8/21/2001,275,275,275,275,2,4.184999943,4.184999943,4.184999943,4.184999943,0
8/22/2001,274.8999939,274.8999939,274.8999939,274.8999939,0,4.202000141,4.202000141,4.202000141,4.202000141,0
8/23/2001,275.2999878,275.2999878,275.2999878,275.2999878,0,4.214000225,4.214000225,4.214000225,4.214000225,0
8/24/2001,272.5,272.5,272.5,272.5,59,4.18200016,4.18200016,4.18200016,4.18200016,0
8/27/2001,272.5,272.6000061,272.3999939,272.6000061,56,4.193999767,4.193999767,4.193999767,4.193999767,0
8/28/2001,272.2999878,272.2999878,272.2999878,272.2999878,0,4.179999828,4.179999828,4.179999828,4.179999828,0
